1.000000000000000000e+00	8.408572823643509775e-01	1.000000000000000000e+00	4.999069322759819856e-01	5.945205479701940465e-01	8.408572823643509775e-01	8.408572823643509775e-01	9.632763823049300678e-02	3.534546819587799926e-01	8.408572823643509775e-01	4.999069322759819856e-01	8.408572823643509775e-01	4.999069322759819856e-01	2.725317930340129813e-01	4.203503845086820068e-01	7.710515858035660308e-01	7.710515858035660308e-01	1.000000000000000000e+00	1.000000000000000000e+00	8.408572823643509775e-01	4.584060113052240149e-01	8.408572823643509775e-01	7.070409693051620259e-01	2.407294539792469851e-02	8.408572823643509775e-01	4.253555744815129720e-03	2.499069409375840045e-01	8.408572823643509775e-01	4.584060113052240149e-01	3.854540328855919906e-01	4.999069322759819856e-01	8.408572823643509775e-01	7.070409693051620259e-01	7.710515858035660308e-01	7.070409693051620259e-01	4.749767412025540250e-07	3.854540328855919906e-01	7.070409693051620259e-01	8.408572823643509775e-01
8.408572823643509775e-01	1.000000000000000000e+00	8.408572823643509775e-01	4.203503845086820068e-01	7.070409693051620259e-01	1.000000000000000000e+00	8.408572823643509775e-01	9.632763823049300678e-02	3.534546819587799926e-01	8.408572823643509775e-01	4.999069322759819856e-01	8.408572823643509775e-01	4.999069322759819856e-01	2.725317930340129813e-01	4.203503845086820068e-01	7.710515858035660308e-01	9.169827055971939700e-01	8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.584060113052240149e-01	8.408572823643509775e-01	7.070409693051620259e-01	2.407294539792469851e-02	8.408572823643509775e-01	4.253555744815129720e-03	2.499069409375840045e-01	8.408572823643509775e-01	4.584060113052240149e-01	3.854540328855919906e-01	4.999069322759819856e-01	1.000000000000000000e+00	7.070409693051620259e-01	7.710515858035660308e-01	7.070409693051620259e-01	4.749767412025540250e-07	3.854540328855919906e-01	7.070409693051620259e-01	8.408572823643509775e-01
1.000000000000000000e+00	8.408572823643509775e-01	1.000000000000000000e+00	4.999069322759819856e-01	5.945205479701940465e-01	8.408572823643509775e-01	8.408572823643509775e-01	9.632763823049300678e-02	3.534546819587799926e-01	8.408572823643509775e-01	4.999069322759819856e-01	8.408572823643509775e-01	4.999069322759819856e-01	2.725317930340129813e-01	4.203503845086820068e-01	7.710515858035660308e-01	7.710515858035660308e-01	1.000000000000000000e+00	1.000000000000000000e+00	8.408572823643509775e-01	4.584060113052240149e-01	8.408572823643509775e-01	7.070409693051620259e-01	2.407294539792469851e-02	8.408572823643509775e-01	4.253555744815129720e-03	2.499069409375840045e-01	8.408572823643509775e-01	4.584060113052240149e-01	3.854540328855919906e-01	4.999069322759819856e-01	8.408572823643509775e-01	7.070409693051620259e-01	7.710515858035660308e-01	7.070409693051620259e-01	4.749767412025540250e-07	3.854540328855919906e-01	7.070409693051620259e-01	8.408572823643509775e-01
4.999069322759819856e-01	4.203503845086820068e-01	4.999069322759819856e-01	1.000000000000000000e+00	2.972049433108159833e-01	4.203503845086820068e-01	4.203503845086820068e-01	5.726876026546739995e-02	2.499069409375840045e-01	4.203503845086820068e-01	3.534546819587799926e-01	4.203503845086820068e-01	4.999069322759819856e-01	1.362405326033060138e-01	2.101360712007649956e-01	3.854540328855919906e-01	3.854540328855919906e-01	4.999069322759819856e-01	4.999069322759819856e-01	4.203503845086820068e-01	2.725317930340129813e-01	4.203503845086820068e-01	4.203503845086820068e-01	2.024191144580440166e-02	4.203503845086820068e-01	4.253555744815129720e-03	2.101360712007649956e-01	4.203503845086820068e-01	2.725317930340129813e-01	2.725317930340129813e-01	3.534546819587799926e-01	4.203503845086820068e-01	4.203503845086820068e-01	3.854540328855919906e-01	3.534546819587799926e-01	4.749767412025540250e-07	2.725317930340129813e-01	4.203503845086820068e-01	4.203503845086820068e-01
5.945205479701940465e-01	7.070409693051620259e-01	5.945205479701940465e-01	2.972049433108159833e-01	1.000000000000000000e+00	7.070409693051620259e-01	5.945205479701940465e-01	6.810758670536469495e-02	2.499069409375840045e-01	5.945205479701940465e-01	3.534546819587799926e-01	5.945205479701940465e-01	3.534546819587799926e-01	1.926911431132420083e-01	4.203503845086820068e-01	5.451650606108350283e-01	6.483443410015099495e-01	5.945205479701940465e-01	5.945205479701940465e-01	7.070409693051620259e-01	3.241118305685580236e-01	5.945205479701940465e-01	4.999069322759819856e-01	1.702055864817890105e-02	5.945205479701940465e-01	3.007438176807630033e-03	1.766944457565970128e-01	5.945205479701940465e-01	3.854540328855919906e-01	2.725317930340129813e-01	3.534546819587799926e-01	7.070409693051620259e-01	4.999069322759819856e-01	5.451650606108350283e-01	4.999069322759819856e-01	3.358280154972610242e-07	2.725317930340129813e-01	4.999069322759819856e-01	5.945205479701940465e-01
8.408572823643509775e-01	1.000000000000000000e+00	8.408572823643509775e-01	4.203503845086820068e-01	7.070409693051620259e-01	1.000000000000000000e+00	8.408572823643509775e-01	9.632763823049300678e-02	3.534546819587799926e-01	8.408572823643509775e-01	4.999069322759819856e-01	8.408572823643509775e-01	4.999069322759819856e-01	2.725317930340129813e-01	4.203503845086820068e-01	7.710515858035660308e-01	9.169827055971939700e-01	8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.584060113052240149e-01	8.408572823643509775e-01	7.070409693051620259e-01	2.407294539792469851e-02	8.408572823643509775e-01	4.253555744815129720e-03	2.499069409375840045e-01	8.408572823643509775e-01	4.584060113052240149e-01	3.854540328855919906e-01	4.999069322759819856e-01	1.000000000000000000e+00	7.070409693051620259e-01	7.710515858035660308e-01	7.070409693051620259e-01	4.749767412025540250e-07	3.854540328855919906e-01	7.070409693051620259e-01	8.408572823643509775e-01
8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.203503845086820068e-01	5.945205479701940465e-01	8.408572823643509775e-01	1.000000000000000000e+00	9.632763823049300678e-02	3.534546819587799926e-01	8.408572823643509775e-01	5.945205479701940465e-01	8.408572823643509775e-01	4.999069322759819856e-01	2.725317930340129813e-01	4.203503845086820068e-01	7.710515858035660308e-01	7.710515858035660308e-01	8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.584060113052240149e-01	8.408572823643509775e-01	7.070409693051620259e-01	2.407294539792469851e-02	8.408572823643509775e-01	4.253555744815129720e-03	2.499069409375840045e-01	8.408572823643509775e-01	4.584060113052240149e-01	3.854540328855919906e-01	4.999069322759819856e-01	8.408572823643509775e-01	7.070409693051620259e-01	7.710515858035660308e-01	7.070409693051620259e-01	5.648720076098980033e-07	4.584060113052240149e-01	7.070409693051620259e-01	8.408572823643509775e-01
9.632763823049300678e-02	9.632763823049300678e-02	9.632763823049300678e-02	5.726876026546739995e-02	6.810758670536469495e-02	9.632763823049300678e-02	9.632763823049300678e-02	1.000000000000000000e+00	4.815485412119639708e-02	9.632763823049300678e-02	8.099779609906869460e-02	9.632763823049300678e-02	8.099779609906869460e-02	4.415716841969290207e-02	5.726876026546739995e-02	8.833077832838530374e-02	8.833077832838530374e-02	9.632763823049300678e-02	9.632763823049300678e-02	9.632763823049300678e-02	6.245347912878090185e-02	9.632763823049300678e-02	9.632763823049300678e-02	2.757768796285350009e-03	9.632763823049300678e-02	1.159229173904590066e-03	4.049135976900099937e-02	9.632763823049300678e-02	6.245347912878090185e-02	5.251446273442540030e-02	8.099779609906869460e-02	9.632763823049300678e-02	9.632763823049300678e-02	8.833077832838530374e-02	8.099779609906869460e-02	1.539455810686480066e-07	8.833077832838530374e-02	9.632763823049300678e-02	9.632763823049300678e-02
3.534546819587799926e-01	3.534546819587799926e-01	3.534546819587799926e-01	2.499069409375840045e-01	2.499069409375840045e-01	3.534546819587799926e-01	3.534546819587799926e-01	4.815485412119639708e-02	1.000000000000000000e+00	3.534546819587799926e-01	2.972049433108159833e-01	3.534546819587799926e-01	2.972049433108159833e-01	1.362405326033060138e-01	1.766944457565970128e-01	3.241118305685580236e-01	3.241118305685580236e-01	3.534546819587799926e-01	3.534546819587799926e-01	3.534546819587799926e-01	2.291603428484640104e-01	3.534546819587799926e-01	4.203503845086820068e-01	2.407294539792469851e-02	3.534546819587799926e-01	5.058594168150429803e-03	1.766944457565970128e-01	3.534546819587799926e-01	2.725317930340129813e-01	1.620257509338809965e-01	2.972049433108159833e-01	3.534546819587799926e-01	2.972049433108159833e-01	3.241118305685580236e-01	2.972049433108159833e-01	1.129954339777090095e-06	2.725317930340129813e-01	3.534546819587799926e-01	3.534546819587799926e-01
8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.203503845086820068e-01	5.945205479701940465e-01	8.408572823643509775e-01	8.408572823643509775e-01	9.632763823049300678e-02	3.534546819587799926e-01	1.000000000000000000e+00	4.999069322759819856e-01	8.408572823643509775e-01	4.999069322759819856e-01	2.725317930340129813e-01	4.203503845086820068e-01	7.710515858035660308e-01	7.710515858035660308e-01	8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.584060113052240149e-01	8.408572823643509775e-01	7.070409693051620259e-01	2.862905025955849933e-02	8.408572823643509775e-01	4.253555744815129720e-03	2.499069409375840045e-01	8.408572823643509775e-01	4.584060113052240149e-01	3.854540328855919906e-01	4.999069322759819856e-01	8.408572823643509775e-01	7.070409693051620259e-01	7.710515858035660308e-01	7.070409693051620259e-01	4.749767412025540250e-07	3.854540328855919906e-01	7.070409693051620259e-01	8.408572823643509775e-01
4.999069322759819856e-01	4.999069322759819856e-01	4.999069322759819856e-01	3.534546819587799926e-01	3.534546819587799926e-01	4.999069322759819856e-01	5.945205479701940465e-01	8.099779609906869460e-02	2.972049433108159833e-01	4.999069322759819856e-01	1.000000000000000000e+00	4.999069322759819856e-01	4.203503845086820068e-01	1.926911431132420083e-01	2.499069409375840045e-01	4.584060113052240149e-01	4.584060113052240149e-01	4.999069322759819856e-01	4.999069322759819856e-01	4.999069322759819856e-01	3.241118305685580236e-01	5.945205479701940465e-01	4.203503845086820068e-01	2.024191144580440166e-02	4.999069322759819856e-01	5.058594168150429803e-03	2.101360712007649956e-01	4.999069322759819856e-01	3.854540328855919906e-01	3.241118305685580236e-01	3.534546819587799926e-01	4.999069322759819856e-01	4.999069322759819856e-01	4.584060113052240149e-01	4.203503845086820068e-01	7.989240116665690321e-07	3.854540328855919906e-01	4.203503845086820068e-01	4.999069322759819856e-01
8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.203503845086820068e-01	5.945205479701940465e-01	8.408572823643509775e-01	8.408572823643509775e-01	9.632763823049300678e-02	3.534546819587799926e-01	8.408572823643509775e-01	4.999069322759819856e-01	1.000000000000000000e+00	4.999069322759819856e-01	2.725317930340129813e-01	4.203503845086820068e-01	7.710515858035660308e-01	7.710515858035660308e-01	8.408572823643509775e-01	8.408572823643509775e-01	8.408572823643509775e-01	4.584060113052240149e-01	8.408572823643509775e-01	7.070409693051620259e-01	2.862905025955849933e-02	8.408572823643509775e-01	5.058594168150429803e-03	2.972049433108159833e-01	8.408572823643509775e-01	4.584060113052240149e-01	3.854540328855919906e-01	4.999069322759819856e-01	8.408572823643509775e-01	7.070409693051620259e-01	7.710515858035660308e-01	7.070409693051620259e-01	5.648720076098980033e-07	3.854540328855919906e-01	7.070409693051620259e-01	8.408572823643509775e-01
4.999069322759819856e-01	4.999069322759819856e-01	4.999069322759819856e-01	4.999069322759819856e-01	3.534546819587799926e-01	4.999069322759819856e-01	4.999069322759819856e-01	8.099779609906869460e-02	2.972049433108159833e-01	4.999069322759819856e-01	4.203503845086820068e-01	4.999069322759819856e-01	1.000000000000000000e+00	1.620257509338809965e-01	3.534546819587799926e-01	4.584060113052240149e-01	4.584060113052240149e-01	4.999069322759819856e-01	4.999069322759819856e-01	4.999069322759819856e-01	3.241118305685580236e-01	4.999069322759819856e-01	4.999069322759819856e-01	2.407294539792469851e-02	4.999069322759819856e-01	6.015996143752849919e-03	2.101360712007649956e-01	4.999069322759819856e-01	3.241118305685580236e-01	3.241118305685580236e-01	3.534546819587799926e-01	4.999069322759819856e-01	4.999069322759819856e-01	4.584060113052240149e-01	4.203503845086820068e-01	6.717810732655759827e-07	3.854540328855919906e-01	4.999069322759819856e-01	4.999069322759819856e-01
